,Location,Happiness Score,Latitude,Longitude,Name,Out of Business,Price,Rating,Review Count,Category 0,Category 1,Category 2,Category 3
35,"Plano, TX",63.43,33.0585851,-96.7318451,Dallas Kabob House,False,$,3.5,78,Chicken Wings,Halal,,
36,"Plano, TX",63.16,33.0578994750977,-96.7719497680664,King Kabob,False,$$,3.5,79,Modern European,Mediterranean,,
37,"Plano, TX",62.82,33.03945,-96.7525,Pho My,False,$,4.0,26,Vietnamese,Soup,,
38,"Plano, TX",62.8,33.05792,-96.7698,Chick-fil-A,False,$,4.5,55,Fast Food,,,
39,"Plano, TX",62.7,33.03945,-96.7525,Kesari,False,$,4.0,200,Indian,Vegetarian,,
40,"Plano, TX",62.41,33.0407954549294,-96.7357746742877,Mama's Pizza,False,$,4.0,165,Pizza,Buffets,,
41,"Plano, TX",62.35,33.069527,-96.775036,369 BBQ,False,$$,3.5,178,Chinese,,,
42,"Plano, TX",62.31,33.04188,-96.751816,East Wall Chinese Cuisine,False,$$,3.5,42,Chinese,,,
43,"Plano, TX",62.3,33.0578839950276,-96.7722589150071,7 Spice Halal Indian & Pakistani Cuisine,False,$,4.0,42,Indian,Pakistani,,
44,"Plano, TX",61.96,33.0703699,-96.77256,Sushi Go,False,$$,4.5,41,Japanese,Sushi Bars,,
45,"Plano, TX",61.94,33.03869,-96.73215,Sushi Sakana,False,$$,4.5,165,Sushi Bars,Japanese,Noodles,
46,"Plano, TX",61.86,33.0397414690454,-96.7541600185242,Lucky City,False,$$,3.5,121,Chinese,Asian Fusion,,
47,"Irvine, CA",61.83,33.7060337,-117.7866837,Stacks Pancake House,False,$$,4.0,1080,Breakfast & Brunch,Burgers,Hawaiian,
48,"Irvine, CA",61.73,33.7050469654707,-117.785043623797,Kitakata Ramen Ban Nai - Irvine,False,$$,4.0,81,Ramen,,,
49,"Irvine, CA",61.73,33.6832606193866,-117.813130966795,The Cut,False,$$,4.5,693,Burgers,American (Traditional),Breakfast & Brunch,
50,"Irvine, CA",61.68,33.6805,-117.7785,Noodology,False,$$,4.0,463,Chinese,Noodles,Soup,
51,"Irvine, CA",61.22,33.6687986,-117.7867064,The Stand,False,$$,4.5,564,American (New),Burgers,,
52,"Irvine, CA",61.16,33.6547764858565,-117.780172175428,Two Left Forks,False,$$,4.0,385,American (New),Cocktail Bars,Breakfast & Brunch,
53,"Irvine, CA",61.11,33.7062108563672,-117.785603870561,EMC Seafood & Raw Bar,False,$$,4.0,1617,Seafood,Bars,Live/Raw Food,
54,"Irvine, CA",61.05,33.7054936328288,-117.785671476087,Bruxie,False,$,4.0,1436,Sandwiches,Breakfast & Brunch,Waffles,
55,"Irvine, CA",60.99,33.688076,-117.771562,A & J Restaurant,False,$,4.0,1796,Chinese,Taiwanese,Noodles,
56,"Irvine, CA",60.96,33.6810747,-117.7788766,Kingchops,False,$$,4.0,405,Taiwanese,Noodles,Soup,
57,"Irvine, CA",60.96,33.684809,-117.810616,Urban Plates,False,$$,4.0,1621,American (New),Salad,Sandwiches,
58,"Irvine, CA",60.96,33.6842352575347,-117.809287082414,California Fish Grill,False,$$,4.0,2587,Seafood,Fish & Chips,,
59,"Irvine, CA",60.9,33.65741,-117.76996,S'wich Bistro,False,$$,4.5,313,Breakfast & Brunch,Burgers,Sandwiches,
60,"Irvine, CA",60.83,33.685125,-117.8106676,CAVA,False,$$,4.0,624,Mediterranean,,,
61,"Irvine, CA",60.33,33.6626888476443,-117.773647718132,W Cafe,False,$$,4.5,82,Breakfast & Brunch,Burgers,Sandwiches,
62,"Irvine, CA",60.14,33.7080399,-117.78377,Kang Ho Dong Baekjeong,False,$$,4.5,1177,Korean,Barbeque,,
63,"Irvine, CA",60.11,33.66847,-117.78542,I Can Barbecue,False,$$,4.0,725,Korean,Barbeque,Seafood,
64,"Irvine, CA",60.1,33.7060931279883,-117.787043342085,Burntzilla,False,$,4.0,1177,Hot Dogs,Burgers,American (Traditional),
65,"Irvine, CA",60.08,33.68551,-117.81124,Stonefire Grill,False,$$,4.0,1157,American (Traditional),Barbeque,Salad,
66,"Irvine, CA",60.07,33.684108,-117.811898,Ha Long Vietnamese Cuisine,False,$,4.0,755,Vietnamese,Noodles,Bubble Tea,
67,"Irvine, CA",59.82,33.7065139690351,-117.78377515196,Chan Chan Food House,False,$$,4.0,374,Korean,,,
68,"Irvine, CA",59.81,33.6550170496394,-117.77772164418,O Fine Japanese Cuisine,False,$$,4.0,869,Sushi Bars,Japanese,,
69,"Irvine, CA",59.71,33.705049,-117.785033,East Coast Bagel,False,$,4.5,517,Bagels,Sandwiches,,
70,"Irvine, CA",59.58,33.6811382060949,-117.804737276721,Pho Ba Co,False,$$,4.0,1174,Vietnamese,Noodles,,
71,"Irvine, CA",59.53,33.6900662,-117.7707037,House of Shabu Shabu,False,$$,4.0,2174,Japanese,Hot Pot,,
72,"Irvine, CA",59.51,33.6773174,-117.7984133,Sessions West Coast Deli,False,$$,4.0,140,Delis,American (New),Sandwiches,
73,"Irvine, CA",59.47,33.680972,-117.77883,Miyabi Shabu and Grill,False,$$,4.0,820,Japanese,Hot Pot,,
74,"Irvine, CA",59.25,33.6584149,-117.803118,Chun Ha Jjambbong / Two Ddak Two Ddak,False,$,4.0,94,Chinese,Korean,Chicken Wings,
75,"Irvine, CA",58.63,33.671683,-117.789418,"MOOYAH Burgers, Fries & Shakes",False,$,4.0,469,Burgers,Ice Cream & Frozen Yogurt,Hot Dogs,
76,"Irvine, CA",58.58,33.6892710671441,-117.770197739192,Honeymee,False,$,3.5,366,Ice Cream & Frozen Yogurt,Waffles,,
77,"Irvine, CA",58.54,33.695969,-117.764616,Tang 190,False,$$,4.0,781,Korean,Soup,Noodles,
78,"Irvine, CA",58.46,33.6967263159132,-117.798274755478,All That Barbecue,False,$$,4.0,1937,Korean,Barbeque,,
79,"Irvine, CA",58.36,33.7049539621318,-117.772674411535,Seoul Haus,False,$$,4.0,319,Korean,,,
80,"Irvine, CA",58.2,33.695805,-117.764777,Da Luau Hawaiian Grill,False,$,3.5,500,Hawaiian,Breakfast & Brunch,,
81,"Irvine, CA",58.12,33.668647,-117.7850638,Square One Pizza Cafe,False,$$,4.0,441,Pizza,Italian,Salad,
82,"Irvine, CA",58.04,33.7072942946735,-117.78256935582,Boiling Point,False,$$,3.5,1775,Taiwanese,Hot Pot,Comfort Food,
83,"Irvine, CA",57.72,33.657314,-117.769778,Inka's Restaurant,False,$$,4.0,347,Peruvian,,,
84,"Irvine, CA",57.71,33.67107,-117.78909,Olives Branch Express,False,$$,4.5,206,Mediterranean,American (Traditional),Middle Eastern,
85,"Irvine, CA",57.55,33.70676,-117.78337,Hokkaido Ramen Santouka,False,$$,4.0,602,Ramen,Noodles,,
86,"Irvine, CA",57.45,33.6957037370608,-117.799307587801,Pokeworks,False,$$,4.0,507,Poke,Salad,Sushi Bars,
87,"Irvine, CA",57.25,33.6812348985666,-117.778315571212,Four Sea Restaurant,False,$,3.5,368,Taiwanese,Breakfast & Brunch,Chinese,
88,"Irvine, CA",57.23,33.6841768,-117.8119836,Capital Noodle Bar,False,$$,3.5,693,Chinese,Noodles,,
89,"Irvine, CA",57.1,33.697422,-117.798979,Tasty Garden,False,$$,3.0,622,Asian Fusion,Cantonese,,
90,"Irvine, CA",57.09,33.695844,-117.76469,Olive Oil Mediterranean Grill,False,$$,4.0,294,Halal,Mediterranean,,
91,"Irvine, CA",57.0,33.6716482930377,-117.789346016944,Crazy Rock'N Sushi,False,$$,4.0,407,Sushi Bars,Japanese,,
92,"Madison, WI",56.85,43.07421,-89.38627,Graft,False,$$$,4.5,356,American (New),Wine Bars,,
93,"Madison, WI",56.83,43.0761862475496,-89.3837572171967,The Old Fashioned,False,$$,4.0,1738,American (Traditional),Breakfast & Brunch,Beer Bar,
94,"Madison, WI",56.49,43.0750940450292,-89.3820914576721,Graze,False,$$,4.0,1083,American (New),,,
95,"Madison, WI",56.35,43.0768340202013,-89.3832337316105,Heritage Tavern,False,$$$,4.5,419,American (New),Gastropubs,Breakfast & Brunch,
96,"Madison, WI",56.34,43.07394,-89.3815599,Marigold Kitchen,False,$$,4.0,597,Breakfast & Brunch,,,
97,"Madison, WI",56.21,43.07822,-89.3709499,La Kitchenette,False,$$,4.5,83,French,,,
98,"Madison, WI",56.17,43.072731,-89.393353,Bassett Street Brunch Club,False,$$,4.0,528,Breakfast & Brunch,American (Traditional),Donuts,
99,"Madison, WI",56.02,43.0745169945835,-89.3899215012789,Short Stack Eatery,False,$$,4.0,422,Breakfast & Brunch,,,
100,"Madison, WI",55.97,43.074503,-89.394115,Paul's Pel'meni,False,$,4.5,429,Russian,Asian Fusion,,
101,"Madison, WI",55.94,43.081653,-89.373548,Black Locust Cafe,False,$,4.5,105,Coffee & Tea,Breakfast & Brunch,Southern,
102,"Madison, WI",55.61,43.074727,-89.3815378,The Tipsy Cow,False,$$,4.0,406,Bars,American (Traditional),,
103,"Madison, WI",55.36,43.0758619691491,-89.3746270098814,Sardine,False,$$,4.0,447,French,Breakfast & Brunch,Bars,
104,"Madison, WI",55.34,43.077237,-89.383889,Bradbury's,False,$,4.5,322,Coffee & Tea,Creperies,,
105,"Madison, WI",55.33,43.06743,-89.41298,Mickies Dairy Bar,False,$,4.0,315,Breakfast & Brunch,,,
106,"Madison, WI",55.2,43.0734362650751,-89.386740792611,Casetta Kitchen and Counter,False,$$,4.5,56,Italian,Wine Bars,Sandwiches,
107,"Madison, WI",54.93,43.07427,-89.38101,Merchant,False,$$,4.0,539,Cocktail Bars,Wine Bars,American (New),
108,"Madison, WI",54.9,43.074546,-89.387355,Cento,False,$$$,4.0,299,Italian,Breakfast & Brunch,Desserts,
109,"Madison, WI",54.55,43.0681572244919,-89.3949047960586,Porter,False,$,4.0,64,Coffee & Tea,Breakfast & Brunch,Sandwiches,
110,"Madison, WI",54.4,43.06763,-89.41049,Noosh,False,$$,4.5,18,Middle Eastern,,,
111,"Madison, WI",54.33,43.06787,-89.40166,Sweet Home Wisconsin,False,$$,4.5,42,Hot Dogs,Burgers,Sandwiches,
112,"Madison, WI",54.13,43.0735626220703,-89.3824691772461,DLUX,False,$$,4.0,441,Burgers,Cocktail Bars,Breakfast & Brunch,
113,"Madison, WI",54.13,43.07285,-89.3955299,Dotty Dumpling's Dowry,False,$$,4.0,517,Burgers,Vegan,Vegetarian,
114,"Madison, WI",53.96,43.07468,-89.39631,Mediterranean Cafe,False,$,4.5,187,Greek,Mediterranean,,
115,"Madison, WI",53.5,43.0529651478213,-89.3962534169718,Double 10 Mini Hot Pot,False,$$,4.5,157,Hot Pot,Chinese,,
116,"Madison, WI",53.29,43.07468,-89.39393,Chen's Dumpling House,False,$,4.0,49,Chinese,,,
117,"Madison, WI",53.19,43.0800590515137,-89.3694076538086,Madison Sourdough,False,$$,4.5,249,Bakeries,Breakfast & Brunch,Patisserie/Cake Shop,
118,"Madison, WI",53.03,43.07243,-89.38434,Tornado Steak House,False,$$$,4.0,505,Steakhouses,Bars,Seafood,
119,"Madison, WI",52.76,43.1016722348811,-89.364595413208,Banzo,False,$,4.5,334,Mediterranean,Food Trucks,,
120,"Madison, WI",52.66,43.0743805807623,-89.3903519958258,Estrellón,False,$$$,4.0,155,Spanish,Tapas Bars,Basque,
121,"Madison, WI",52.59,43.0741091911494,-89.3793041899978,Osteria Papavero,False,$$,4.0,176,Italian,,,
122,"Madison, WI",52.41,43.0740986905559,-89.3828237056732,Good Food,False,$,5.0,74,Street Vendors,Sandwiches,Salad,
123,"Madison, WI",52.29,43.060073,-89.400418,The Curve,False,$,4.0,71,Diners,Breakfast & Brunch,,
124,"Madison, WI",51.99,43.07668,-89.3839,Boar & Barrel,False,$$$,4.0,26,Wine Bars,Whiskey Bars,Tapas Bars,
125,"Madison, WI",51.96,43.0747543098252,-89.38133507967,Morris Ramen,False,$$,4.0,175,Ramen,,,
126,"Madison, WI",51.94,43.0724311441094,-89.3957334318544,Strings Ramen,False,$$,4.0,98,Ramen,,,
127,"Madison, WI",51.59,43.07284,-89.38811,RED,False,$$,4.5,205,Sushi Bars,Desserts,Cocktail Bars,
128,"Madison, WI",51.5,43.07264,-89.38398,Canteen,False,$$,4.0,180,Tacos,Cocktail Bars,,
129,"Madison, WI",51.44,43.0755641,-89.3974633,Luang Prabang,False,$,4.5,40,Thai,Food Stands,,
130,"Madison, WI",51.21,43.08235,-89.3797,Forequarter,False,$$$,4.0,247,American (New),Breakfast & Brunch,Beer Bar,
131,"Madison, WI",51.15,43.07551,-89.39565,Camp Trippalindee,False,$$,4.0,41,American (New),Bars,,
132,"Madison, WI",51.14,43.07458,-89.38933,Fresco,False,$$$,4.0,199,American (New),,,
133,"Madison, WI",50.98,43.07742,-89.38156,Naples 15,False,$$$,4.0,216,Italian,,,
134,"Madison, WI",50.92,43.07512,-89.39176,HopCat,False,$$,4.0,351,American (Traditional),Pubs,Beer Bar,
135,"Madison, WI",50.55,43.06399,-89.418,Brasserie V,False,$$,4.0,329,Belgian,Brasseries,Sandwiches,
136,"Madison, WI",50.43,43.0746899,-89.39716,Forage Kitchen,False,$$,4.0,88,Salad,Juice Bars & Smoothies,,
137,"Fremont, CA",50.31,37.5603344028298,-122.010552883005,A Sack of Potatoes,False,$,4.0,45,Bubble Tea,Fast Food,Pasta Shops,
138,"Fremont, CA",49.97,37.5330543518066,-122.001739501953,Country Way,False,$$,4.0,2089,American (Traditional),,,
139,"Fremont, CA",49.94,37.559903868343,-122.009873324027,Bun Appétit Donuts,False,$,4.5,262,Donuts,Breakfast & Brunch,Coffee & Tea,
140,"Fremont, CA",49.79,37.5355733234144,-121.998047903233,Vons Chicken,False,$$,4.0,56,Korean,Chicken Shop,,
141,"Fremont, CA",49.77,37.534781,-121.96496,KA YuMi Diner,False,$$,4.0,479,Korean,Asian Fusion,Chicken Wings,
142,"Fremont, CA",49.76,37.5438591450212,-121.981836226954,Sweet Garden,False,$,4.5,220,Asian Fusion,Sushi Bars,Ramen,
143,"Fremont, CA",49.56,37.52594,-122.00612,Lazy Dog Restaurant & Bar,False,$$,4.0,399,American (New),Burgers,Sandwiches,
144,"Fremont, CA",49.22,37.5477599,-121.98475,Bill's Cafe,False,$$,4.0,315,Cafes,,,
145,"Fremont, CA",48.86,37.5048876,-121.9701053,Dish n' Dash,False,$$,4.5,578,Middle Eastern,Juice Bars & Smoothies,,
146,"Fremont, CA",48.75,37.550794,-121.980952,Din Ding Dumpling House,False,$$,3.5,1051,Shanghainese,,,
147,"Fremont, CA",48.56,37.5505241,-121.9793462,Sala Thai,False,$$,4.0,2103,Thai,,,
148,"Fremont, CA",48.35,37.5281665,-122.0004433,Jack's Restaurant & Bar,False,$$,4.0,664,Breakfast & Brunch,American (Traditional),Cocktail Bars,
149,"Fremont, CA",48.08,37.5352719962764,-121.9979869,Le Moose Crepe Cafe,False,$$,4.0,1156,Creperies,Thai,Desserts,
150,"Fremont, CA",47.83,37.553209,-121.978229,Frodo Joe's Petit Cafe,False,$$,4.0,809,Creperies,Cafes,Sandwiches,
151,"Fremont, CA",47.63,37.529682,-121.982973,Cabrillo Park Café,False,$$,4.0,284,Cafes,Breakfast & Brunch,,
152,"Fremont, CA",47.57,37.518391,-121.990183,Who's Tea,False,$$,4.0,237,Coffee & Tea,Waffles,Italian,
153,"Fremont, CA",47.19,37.5495200924684,-121.986431338286,Aniki's Sushi,False,$$,4.0,1933,Sushi Bars,Japanese,,
154,"Fremont, CA",47.02,37.561345,-122.012155,Dino's Family Restaurant,False,$$,4.0,411,Breakfast & Brunch,American (Traditional),,
155,"Fremont, CA",46.5,37.522938,-121.9572683,Green Champa Garden,False,$$,4.0,906,Thai,Laotian,,
156,"Fremont, CA",46.32,37.5326499,-122.00221,Fremont Afghan Kabob,False,$$,4.0,556,Afghan,Halal,Middle Eastern,
157,"Fremont, CA",45.81,37.51838,-121.98959,Soo Ja Fusion Bistro,False,$$,4.0,191,Korean,Asian Fusion,Cocktail Bars,
158,"Fremont, CA",45.56,37.5249889831235,-122.004478613426,Wake Up America,False,$$,4.0,246,American (Traditional),Breakfast & Brunch,Mexican,
159,"Fremont, CA",45.48,37.5519,-121.9849,MoMo CooK,False,$,4.5,83,Chinese,Indian,Food Trucks,
160,"Fremont, CA",44.75,37.5577268634313,-122.006441241109,De Afghanan Cuisine,False,$$,4.0,1407,Afghan,,,
161,"Fremont, CA",44.7,37.529907,-121.983147,Cut The Crab,False,$$,3.5,504,Seafood,Cajun/Creole,,
162,"Fremont, CA",44.59,37.5320230270835,-121.960181371967,Myanmar Tea Garden,False,$$,4.0,337,Burmese,Asian Fusion,,
163,"Fremont, CA",44.45,37.5540318,-121.984093,Yalla Mediterranean,False,$$,4.0,415,Mediterranean,Greek,,
164,"Fremont, CA",44.27,37.5625444,-122.0098005,Satomi Sushi,False,$$,4.0,2085,Sushi Bars,Japanese,Desserts,
165,"Fremont, CA",44.27,37.56291,-122.01009,Shinry Lamian,False,$$,4.0,90,Chinese,Noodles,,
166,"Fremont, CA",44.17,37.5231,-122.00605,Good Fortune Chinese Restaurant,False,$$,5.0,88,Chinese,,,
167,"Fremont, CA",44.05,37.5455496665296,-121.980292253146,Taqueria Limon,False,$,4.0,330,Mexican,,,
168,"Fremont, CA",43.5,37.54945,-121.98637,Metropole Restaurant,False,$$,4.5,201,Afghan,,,
169,"Fremont, CA",43.33,37.5587622,-122.0077498,East Bay Cafe Depot,False,$,4.5,54,Venues & Event Spaces,American (Traditional),Filipino,
170,"Fremont, CA",42.85,37.5347190012435,-122.000498196352,Chick-fil-A,False,$,3.5,389,Fast Food,,,
171,"Fremont, CA",42.38,37.5627098,-122.0103073,Kyain Kyain,False,$,4.0,295,Burmese,,,
172,"Fremont, CA",42.22,37.5254118,-121.9975735,Yugo Ramen,False,$$,4.0,352,Ramen,Bubble Tea,,
173,"Fremont, CA",41.86,37.5057997558153,-121.970154670003,Market Broiler,False,$$,3.5,1331,Seafood,Salad,Bars,
174,"Fremont, CA",41.58,37.5460295554385,-121.987163722515,Bistro Viet House,False,$,4.0,168,Vietnamese,Soup,,
175,"Fremont, CA",41.4,37.522306208341,-122.004164541063,Cocolo Ramen,False,$$,4.0,30,Ramen,,,
176,"Fremont, CA",41.06,37.56264,-122.01499,Ramen Instant,False,$$,4.0,302,Ramen,,,
177,"Fremont, CA",40.81,37.5627406686544,-122.009570896626,Gangnam Tofu House,False,$$,4.0,381,Korean,,,
178,"Fremont, CA",40.78,37.5502207491959,-121.980063321538,Los Cabos,False,$,4.0,413,Mexican,,,
179,"Fremont, CA",39.68,37.5193723223453,-121.990044237496,I-Shanghai Delight,False,$$,3.5,347,Shanghainese,,,
180,"Fremont, CA",39.48,37.5367421269421,-121.999751854211,Black Bear Diner,False,$$,3.5,511,Diners,Breakfast & Brunch,Burgers,
181,"Fremont, CA",29.19,37.56269,-122.01509,Hot Love Cafe,False,$,4.5,95,Bubble Tea,Cafes,Shaved Ice,
182,"Huntington Beach, CA",,33.680305,-118.005161,The Black Trumpet Bistro Tapas & Wine Bar,False,$$,4.5,810,Mediterranean,Tapas/Small Plates,Wine Bars,
183,"Huntington Beach, CA",,33.6853215981096,-117.990534177944,Bread Crumb Ohana Cafe,False,$$,4.0,1070,Breakfast & Brunch,American (New),,
184,"Huntington Beach, CA",,33.69601,-117.98834,Heirloom a Modern Farmhouse,False,$$,4.5,89,American (New),Tapas/Small Plates,Wine Bars,
185,"Huntington Beach, CA",,33.6719751,-117.9905885,Triple Crown Tavern,False,$$,5.0,97,American (New),Bars,,
186,"Huntington Beach, CA",,33.7152351,-118.0254,Cafe Cup,False,$,4.0,1064,Breakfast & Brunch,Cafes,,
187,"Huntington Beach, CA",,33.71626,-118.00246,Sweet Elle Café,False,$,4.5,837,Coffee & Tea,Breakfast & Brunch,Cafes,
188,"Huntington Beach, CA",,33.6767007,-117.9883751,Slapfish,False,$$,4.0,2198,Seafood,Sandwiches,Fish & Chips,
189,"Huntington Beach, CA",,33.71513,-117.9905,Subculture Extraordinary Sandwiches,False,$,4.5,1584,Sandwiches,Caterers,,
190,"Huntington Beach, CA",,33.71429,-117.98953,Slater's 50/50 - Huntington Beach,False,$$,4.0,3287,Burgers,Sports Bars,American (Traditional),
191,"Huntington Beach, CA",,33.7053506,-118.0062101,Park Bench Café,False,$$,4.0,513,Breakfast & Brunch,American (Traditional),,
192,"Huntington Beach, CA",,33.7007943,-117.9893884,Mazara Trattoria,False,$$,4.5,472,Italian,,,
193,"Huntington Beach, CA",,33.69316,-117.98926,Munch Bistro - Thai With A Twist,False,$$,4.5,172,Thai,Vegan,Breakfast & Brunch,
194,"Huntington Beach, CA",,33.70867,-117.9896,Holé Molé,False,$,4.0,508,Mexican,Comfort Food,,
195,"Huntington Beach, CA",,33.6734551,-117.9892724,"TASTE, Brazilian Style Gourmet",False,$$,4.5,158,Juice Bars & Smoothies,Brazilian,Acai Bowls,
196,"Huntington Beach, CA",,33.6635241090428,-118.004742110985,Sit Stay Cafe,False,$,4.5,238,Cafes,Coffee & Tea,,
197,"Huntington Beach, CA",,33.716241,-117.999146,Huntington RAMEN,False,$$,4.0,562,Sushi Bars,Ramen,Desserts,
198,"Huntington Beach, CA",,33.6876309,-117.9883441,IKEDA,False,$$,4.5,414,Japanese,,,
199,"Huntington Beach, CA",,33.6767841,-117.9883751,Capones Italian Cucina,False,$$,4.5,572,Italian,Seafood,Pizza,
200,"Huntington Beach, CA",,33.66175,-117.9986,Cucina Alessa,False,$$,4.0,841,Italian,Party & Event Planning,,
201,"Huntington Beach, CA",,33.6649578809738,-117.989351972938,Normita's Surf City Taco,False,$,4.5,588,Mexican,Breakfast & Brunch,,
202,"Huntington Beach, CA",,33.67619,-117.98806,Board & Brew - Huntington Beach,False,$,4.5,210,Beer Bar,Sandwiches,Cafes,
203,"Huntington Beach, CA",,33.6963197471391,-117.988179687697,NuVu Asian Taste,False,$$,4.5,227,Asian Fusion,Chinese,Sushi Bars,
204,"Huntington Beach, CA",,33.7199100891478,-118.00064489051,Achiote Grill,False,$,4.5,384,Mexican,Seafood,Breakfast & Brunch,
205,"Huntington Beach, CA",,33.7152859953738,-117.990486206607,Vegan Nirvana,False,$$,4.5,1193,Vegan,Sandwiches,Wraps,
206,"Huntington Beach, CA",,33.7157048,-117.9984398,Carlitos's Diner,False,$,4.5,425,Diners,Mexican,Breakfast & Brunch,
207,"Huntington Beach, CA",,33.7152147523344,-117.990843951702,The Cure Kitchen & Bar,False,$$,4.0,217,Asian Fusion,Cocktail Bars,,
208,"Huntington Beach, CA",,33.714482,-118.022467,Sebastiani's Italian Bistro,False,$$,4.5,226,Italian,Wine Bars,,
209,"Huntington Beach, CA",,33.7016707,-117.9893749,Surf City Fish Grill,False,$$,4.0,279,Seafood,Gluten-Free,Fish & Chips,
210,"Huntington Beach, CA",,33.6677035393026,-118.009128406207,Fiesta Grill & Catering,False,$,4.5,435,Mexican,Desserts,,
211,"Huntington Beach, CA",,33.6886545,-117.9881913,Monkey House Cafe,False,$,4.0,335,Coffee & Tea,Sandwiches,Cafes,
212,"Huntington Beach, CA",,33.6856235441253,-117.988397952336,Thai Gulf Restaurant,False,$,4.0,1530,Thai,Noodles,Soup,
